gene_name	CN_high	n_cells_high	median_SCT_count_high	mean_SCT_count_high	CN_low	n_cells_low	median_SCT_count_low	mean_SCT_count_low	mean_expected_high	log10_abs_diff	highlight
MRPL33	3	83	83	96.421686746988	2	36	68	94.0555555555556	141.083333333333	1.64993473060692	FALSE
DNAJB6	4	63	117	181.444444444444	3	24	138	169.458333333333	225.944444444444	1.64836001098093	FALSE
TMEM50A	3	47	0	77.9574468085106	2	82	63	81.609756097561	122.414634146341	1.64794198282767	FALSE
LAPTM4B	6	70	78.5	168.757142857143	5	45	108	177.666666666667	213.2	1.64780197109445	FALSE
NFAT5	3	67	44	132.149253731343	2	48	3	58.5208333333333	87.78125	1.6470698887579	FALSE
CRIPT	3	83	1	90.5060240963855	2	38	98	89.8684210526316	134.802631578947	1.64637046644833	FALSE
LSM8	3	31	67	170.129032258065	2	90	34.5	84.0444444444445	126.066666666667	1.64406780955809	FALSE
LAMTOR2	4	47	102	130.978723404255	3	43	104	131.279069767442	175.038759689922	1.64404485047836	FALSE
FLRT2	3	40	212	265.375	2	32	98	147.65625	221.484375	1.64237176521769	FALSE
PDXDC1	4	16	1.5	84.4375	2	41	34	64.0975609756098	128.19512195122	1.64105371182798	FALSE
NONO	2	34	174.5	282.676470588235	1	95	61	119.505263157895	239.010526315789	1.64014285617842	FALSE
YPEL5	4	11	0	114.090909090909	3	83	2	118.313253012048	157.751004016064	1.64008467561101	FALSE
TMEM106B	5	90	81	172.766666666667	4	28	127.5	173.107142857143	216.383928571429	1.63965839904698	FALSE
PSMC1	5	16	55.5	77.1875	4	41	72	96.5853658536585	120.731707317073	1.63893038902091	FALSE
ACTR3	4	104	117	150.115384615385	3	16	0.5	80.0625	106.75	1.63714320257918	FALSE
SCFD1	3	47	47	117.595744680851	2	57	28	107.280701754386	160.921052631579	1.63674165830636	FALSE
OIP5-AS1	5	16	115	227.125	4	50	68	147.08	183.85	1.63623707654743	FALSE
FDPS	4	47	56	130.191489361702	3	43	38	65.2558139534884	87.0077519379845	1.63532022651734	FALSE
COPA	4	47	105	127.276595744681	3	43	128	127.767441860465	170.356589147287	1.63427562811684	FALSE
PTRHD1	3	83	28	54.9277108433735	2	36	59	65.3055555555556	97.9583333333333	1.63377762872255	FALSE
GABRE	2	33	15	36.7878787878788	1	95	13	39.9052631578947	79.8105263157895	1.63369713248992	FALSE
CEBPZ	3	83	60	115.493975903614	2	38	9.5	48.3421052631579	72.5131578947368	1.63327467670594	FALSE
THBS1	4	50	101.5	167.42	3	59	121	157.71186440678	210.282485875706	1.6320773550118	FALSE
ENSA	4	36	112	135.194444444444	3	52	81.5	133.480769230769	177.974358974359	1.63123991255847	FALSE
PTCD3	3	83	38	205.879518072289	2	38	135.5	165.763157894737	248.644736842105	1.63109069804831	FALSE
ZFHX3	3	67	75	140.910447761194	1	15	5	32.7333333333333	98.2	1.63053412444009	FALSE
ENSA	7	13	257	268.769230769231	3	52	81.5	133.480769230769	311.455128205128	1.63028441653808	FALSE
SKP1	3	41	543	619.317073170732	2	89	385	441.269662921348	661.904494382022	1.62928134311169	FALSE
NEDD8	4	24	549	487.416666666667	2	57	226	264.964912280702	529.929824561404	1.62852336573685	FALSE
SNW1	3	40	26	63	2	32	28.5	70.25	105.375	1.62710971121114	FALSE
CCT4	3	83	115	174.44578313253	2	38	123.5	144.447368421053	216.671052631579	1.62557243009802	FALSE
SDC2	7	11	520	480.636363636364	5	45	254	373.466666666667	522.853333333333	1.62548705675194	FALSE
ATF6	6	19	1	75.1578947368421	4	47	58	78.2340425531915	117.351063829787	1.62524214609509	FALSE
UBE3A	5	16	184.5	218.8125	4	50	79	141.3	176.625	1.6251837901751	FALSE
GABPB1-AS1	5	14	165.5	212	4	53	35	135.88679245283	169.858490566038	1.62471008720707	FALSE
CDH11	3	75	177	252.373333333333	2	45	87	196.333333333333	294.5	1.62455709630831	FALSE
VIM	2	95	337	514.294736842105	1	35	247	278.171428571429	556.342857142857	1.62374658607311	FALSE
PSMB2	3	47	0	108.148936170213	2	82	68	100.085365853659	150.128048780488	1.62303325386205	FALSE
KATNBL1	5	16	96.5	165.125	4	50	25	98.78	123.475	1.61961500574281	FALSE
LITAF	4	16	135.5	256.375	3	73	155	223.493150684931	297.990867579909	1.61925895294564	FALSE
PDIA4	5	37	90	144.459459459459	3	24	75.5	111.625	186.041666666667	1.61890753820539	FALSE
APEX1	4	24	99	156.625	3	47	34	86.468085106383	115.290780141844	1.61630974516942	FALSE
YPEL5	3	83	2	118.313253012048	2	36	0	51.3888888888889	77.0833333333333	1.61521248873963	FALSE
ACTR10	5	13	91	236.307692307692	2	30	52.5	111	277.5	1.61481612286104	FALSE
CEBPD	6	65	299	461.738461538462	5	56	145.5	350.482142857143	420.578571428571	1.61447420659739	FALSE
SLTM	5	14	69	159.214285714286	3	56	55.5	120.214285714286	200.357142857143	1.61429444774497	FALSE
MCL1	4	36	195	278.972222222222	3	52	150	240.019230769231	320.025641025641	1.61334932968041	FALSE
ZNF638	3	83	115	173.578313253012	2	38	78	143.078947368421	214.618421052632	1.61320849286201	FALSE
ITM2B	2	74	128	187.77027027027	1	10	38	114.4	228.8	1.61309865619983	FALSE
PSMG3	4	94	55	116.755319148936	3	35	88	118.257142857143	157.67619047619	1.61194487256186	FALSE
MRPL33	4	11	27	87.9090909090909	3	83	83	96.421686746988	128.562248995984	1.60909428883381	FALSE
ANKRD36B	5	26	5	49.4230769230769	4	90	16	72.0555555555556	90.0694444444444	1.60902173969846	FALSE
NME2	2	96	55	63.875	1	34	0	11.7647058823529	23.5294117647059	1.60579605182586	FALSE
SLIRP	4	41	396	434.926829268293	3	40	261	296	394.666666666667	1.60487552457266	FALSE
NDUFA2	3	41	98	108.731707317073	2	89	73	99.3033707865169	148.955056179775	1.60447822568505	FALSE
RPL10	2	33	2913	2868.84848484848	1	95	1396	1414.36842105263	2828.73684210526	1.60327044856123	FALSE
YWHAB	4	82	128	178.024390243902	3	41	117	163.536585365854	218.048780487805	1.60232472433336	FALSE
MAP1B	2	96	78	172.083333333333	1	14	0	66.0714285714286	132.142857142857	1.60141323844313	FALSE
LAMTOR4	3	31	219	251.032258064516	2	90	114	140.733333333333	211.1	1.60132386910322	FALSE
MRPS28	6	65	102	124.353846153846	5	56	49	70.3928571428571	84.4714285714286	1.60078147639188	FALSE
CHURC1	4	41	124	172	2	32	35.5	66.0625	132.125	1.60070069606524	FALSE
PDIA3P1	7	13	16	20	4	36	22	34.1666666666667	59.7916666666667	1.59979212987214	FALSE
LYPLA1	6	65	63	154.076923076923	5	56	127.5	161.517857142857	193.821428571429	1.59927709781381	FALSE
ANP32A	5	15	131	130.133333333333	3	72	92	101.902777777778	169.837962962963	1.59884114921591	FALSE
ZNF106	4	50	159	297.68	3	59	92	193.576271186441	258.101694915254	1.59745719188899	FALSE
N4BP2L2	2	74	109.5	263.216216216216	1	10	32	111.9	223.8	1.59567493157992	FALSE
HMGN1	2	105	117	170.980952380952	1	14	0	65.7857142857143	131.571428571429	1.59560118725978	FALSE
RPN2	4	82	213	245.670731707317	3	41	129	154.731707317073	206.308943089431	1.59507482474988	FALSE
FUS	4	16	126	144.3125	3	73	82	137.575342465753	183.433789954338	1.59241316643291	FALSE
EIF5B	5	26	303	488.346153846154	3	10	191.5	269.6	449.333333333333	1.59120734966769	FALSE
ANP32A	4	32	67	96.875	3	72	92	101.902777777778	135.87037037037	1.59101304954061	FALSE
NPC2	5	16	373	408	4	41	228	295.292682926829	369.115853658537	1.58977256893956	FALSE
CNOT7	3	92	54.5	113.413043478261	2	37	49	101.378378378378	152.067567567568	1.58720033064862	FALSE
ACIN1	4	24	17	46.0833333333333	2	57	6	42.3508771929825	84.7017543859649	1.58679451330284	FALSE
TMEM167A	2	96	166	214.041666666667	1	14	0	87.7142857142857	175.428571428571	1.58673461620436	FALSE
TARDBP	3	47	20	96.4468085106383	2	82	54.5	89.9512195121951	134.926829268293	1.58523529764156	FALSE
DYNC1H1	4	52	20	66.0769230769231	3	54	23	78.3333333333333	104.444444444444	1.58396374365549	FALSE
PRKDC	6	65	263	300.6	5	56	168	218.607142857143	262.328571428571	1.58287467359395	FALSE
UBE3A	5	16	184.5	218.8125	3	59	42	108.338983050847	180.564971751412	1.58260337405997	FALSE
RAB13	6	19	87	101.473684210526	4	47	21	42.1702127659574	63.2553191489362	1.58227210448988	FALSE
SNAI2	6	65	323	528.676923076923	5	56	245	472.410714285714	566.892857142857	1.58224447898637	FALSE
EIF2S1	5	16	108	189.4375	3	40	11	90.75	151.25	1.58192122758663	FALSE
PAIP2	3	41	99	138.439024390244	2	89	97	117.741573033708	176.612359550562	1.58176010541533	FALSE
COX5A	5	15	167	172.4	3	72	96.5	126.236111111111	210.393518518519	1.57970951472921	FALSE
PDCD4	2	96	26	65.1666666666667	1	34	12	51.5588235294118	103.117647058824	1.57922299955704	FALSE
AC004057.1	3	85	42	40.5882352941176	2	41	54	52.2926829268293	78.4390243902439	1.57807493790534	FALSE
TPM1	5	14	41.5	106.357142857143	3	56	18	86.5	144.166666666667	1.57760120769318	FALSE
HNRNPH3	2	95	42	145.631578947368	1	35	8	54	108	1.57555244084825	FALSE
PSMD4	7	13	129	211.153846153846	3	52	71.5	106.538461538462	248.589743589744	1.57328824875794	FALSE
SNHG19	4	16	89.5	174.6875	2	41	55	68.7317073170732	137.463414634146	1.57082403549224	FALSE
SNAP23	4	50	39.5	69.52	3	59	42	79.9491525423729	106.598870056497	1.56912649096045	FALSE
PNN	3	47	36	92.936170212766	2	57	13	86.5964912280702	129.894736842105	1.56771511955457	FALSE
TAF9	3	20	206	205.9	2	96	95	161.864583333333	242.796875	1.56698958491983	FALSE
COA5	5	26	22	94.8461538461538	4	90	65	105.355555555556	131.694444444444	1.56641734562929	FALSE
APEX1	4	24	99	156.625	2	57	1	59.9122807017544	119.824561403509	1.56585299473061	FALSE
CHURC1	4	41	124	172	3	40	65.5	101.4	135.2	1.56584781867352	FALSE
PSMC2	3	31	35	143.870967741935	2	90	1	71.4	107.1	1.56550505982404	FALSE
SNHG6	6	65	468	519.723076923077	5	56	342	402.607142857143	483.128571428571	1.56341588286574	FALSE
ZNHIT1	3	31	84	111.709677419355	2	90	54	98.8111111111111	148.216666666667	1.56237601790742	FALSE
TBCA	3	20	93	166.4	2	96	50	86.6041666666667	129.90625	1.56221849259536	FALSE
FGFR1	5	82	170	364.707317073171	4	41	227	320.90243902439	401.128048780488	1.56134866669937	FALSE
PNN	4	24	37	87.5416666666667	3	47	36	92.936170212766	123.914893617021	1.56078183238724	FALSE
SRSF5	3	40	108	208.075	2	32	139	162.875	244.3125	1.55915822836305	FALSE
SCARB2	3	85	58	98.0352941176471	2	41	20	89.4390243902439	134.158536585366	1.55778672621057	FALSE
MGST3	6	19	532	453.894736842105	3	43	174	208.906976744186	417.813953488372	1.55727595798605	FALSE
ETFA	4	32	23.5	153.0625	3	72	106	141.680555555556	188.907407407407	1.55442746287789	FALSE
UBR5	7	11	99	162	6	70	43	108.385714285714	126.45	1.55083960506579	FALSE
YTHDF3	6	65	202	247.692307692308	5	56	178.5	235.946428571429	283.135714285714	1.54953545682726	FALSE
AGO2	6	79	64	117.341772151899	5	24	34.5	68.375	82.05	1.54767346670418	FALSE
SLTM	5	14	69	159.214285714286	4	53	48	99.3396226415094	124.174528301887	1.54456109079452	FALSE
PKM	5	15	157	180.8	4	32	15	116.78125	145.9765625	1.54187163908447	FALSE
BAZ2B	4	99	27	107.555555555556	3	23	1	106.782608695652	142.376811594203	1.54184443251409	FALSE
MITD1	5	26	16.5	157.961538461538	3	10	2	73.9	123.166666666667	1.54151524063324	FALSE
PSMD4	8	20	231.5	276	7	13	129	211.153846153846	241.318681318681	1.54009560221629	FALSE
PDXDC1	3	73	17	61.5205479452055	2	41	34	64.0975609756098	96.1463414634146	1.53939973489938	FALSE
SDHC	6	19	136	290.473684210526	4	47	138	170.574468085106	255.86170212766	1.53922647022749	FALSE
PTN	3	31	1726	2124.45161290323	2	90	1253.5	1393.25555555556	2089.88333333333	1.53867776566058	FALSE
SCAND1	4	82	52.5	96.9878048780488	3	41	3	46.8780487804878	62.5040650406504	1.53761435989828	FALSE
RHOBTB3	3	39	128	163.282051282051	2	89	37	85.9438202247191	128.915730337079	1.5361330416275	FALSE
NBEAL1	2	113	39	67.3982300884956	1	15	43	50.8666666666667	101.733333333333	1.53573835764535	FALSE
MAGOH	3	49	16	81.5510204081633	2	80	50.5	77.2375	115.85625	1.53536033023972	FALSE
TPR	4	71	246	309.647887323944	3	50	116	206.56	275.413333333333	1.53446467423113	FALSE
CFDP1	3	67	34	68.5970149253731	1	15	4	11.5333333333333	34.6	1.53144078591427	FALSE
SREK1	3	20	159.5	240.15	1	14	1	91.2857142857143	273.857142857143	1.52772194166471	FALSE
TPT1	2	74	744.5	840.297297297297	1	10	402.5	437	874	1.52766472941155	FALSE
TPM3	6	19	294	289.526315789474	3	43	158	161.511627906977	323.023255813953	1.52500513565831	FALSE
METTL5	4	99	28	83.4747474747475	3	23	67	87.695652173913	116.927536231884	1.52443232812332	FALSE
ZFHX3	2	48	10.5	98.7708333333333	1	15	5	32.7333333333333	65.4666666666667	1.52249857125827	FALSE
BIRC6	3	83	54	96.0843373493976	2	36	4.5	41.8888888888889	62.8333333333333	1.52180476338509	FALSE
RPS15A	3	73	915	1018.98630136986	2	41	680	701.341463414634	1052.01219512195	1.51885457939324	FALSE
MRPS11	4	34	31.5	76.0882352941177	3	71	60	81.830985915493	109.107981220657	1.51877372722095	FALSE
PTK2	6	79	16	88.620253164557	5	24	8.5	46.4166666666667	55.7	1.51746316638067	FALSE
TCF12	5	14	4	117.714285714286	4	53	20	120.490566037736	150.61320754717	1.51718166543625	FALSE
RPS17	4	34	465	425.882352941176	3	71	281	294.802816901408	393.070422535211	1.51603178174224	FALSE
PAPOLA	4	52	319	425.326923076923	3	54	304.5	294.481481481481	392.641975308642	1.51434779528433	FALSE
RNPS1	3	73	14	97.9178082191781	2	41	13	43.5121951219512	65.2682926829268	1.51387674146121	FALSE
NDUFB10	4	16	86.5	218.875	3	73	147	188.602739726027	251.470319634703	1.51315524415538	FALSE
TPM1	5	14	41.5	106.357142857143	4	53	44	111.150943396226	138.938679245283	1.51297155968885	FALSE
NBN	7	11	4	79.0909090909091	6	70	10	95.6428571428571	111.583333333333	1.51178211503322	FALSE
HADHA	3	83	0	61.4578313253012	2	36	17	62.6111111111111	93.9166666666667	1.51133293280714	FALSE
COL4A2	3	96	36	97.8125	2	22	18.5	43.5909090909091	65.3863636363636	1.51089520473481	FALSE
LARP7	3	85	46	123.141176470588	2	41	9	60.5121951219512	90.7682926829268	1.51018138822815	FALSE
ZFP36L1	5	16	289	367.3125	3	40	149	201	335	1.50937056043802	FALSE
ENSA	7	13	257	268.769230769231	4	36	112	135.194444444444	236.590277777778	1.50757190932697	FALSE
MITD1	5	26	16.5	157.961538461538	4	90	48.5	100.811111111111	126.013888888889	1.50443891209763	FALSE
MYL12B	6	58	831	870.603448275862	4	33	523	601.606060606061	902.409090909091	1.5025041749242	FALSE
HNRNPC	4	24	545	570.125	3	47	315	403.765957446808	538.354609929078	1.50202254704651	FALSE
COMMD1	3	83	60	107.144578313253	2	38	24.5	92.4210526315789	138.631578947368	1.49813129289782	FALSE
DDR2	4	47	140	186.234042553192	3	43	101	163.209302325581	217.612403100775	1.49663024888324	FALSE
ENOSF1	4	55	18	56.3090909090909	3	67	6	65.3731343283582	87.1641791044776	1.4893267921283	FALSE
COPA	6	19	238	286.315789473684	3	43	128	127.767441860465	255.53488372093	1.48828139514573	FALSE
TAX1BP1	3	78	23	79.8205128205128	2	51	41	73.7254901960784	110.588235294118	1.48809534955413	FALSE
RDH11	5	16	63.5	221.25	2	32	88	100.78125	251.953125	1.48718258072756	FALSE
EML4	3	83	51	113.132530120482	2	38	5.5	55	82.5	1.48618286921871	FALSE
VPS36	3	41	90	142.317073170732	2	74	40	74.5135135135135	111.77027027027	1.48496576268508	FALSE
TSC22D3	2	34	425.5	656.058823529412	1	95	246	343.273684210526	686.547368421053	1.48413669754967	FALSE
PRRX1	4	47	108	166.872340425532	3	43	18	102.372093023256	136.496124031008	1.48253367797599	FALSE
PTK2	7	23	41	95.304347826087	5	24	8.5	46.4166666666667	64.9833333333333	1.48174372800336	FALSE
TMEM167A	3	20	308	293.4	1	14	0	87.7142857142857	263.142857142857	1.48082791575721	FALSE
POMP	3	41	359	433.536585365854	2	74	303.5	309.148648648649	463.722972972973	1.47981114428636	FALSE
NBN	7	11	4	79.0909090909091	5	45	7	77.8888888888889	109.044444444444	1.47644808862581	FALSE
SPATS2L	2	113	25	51.5929203539823	1	15	33	40.7333333333333	81.4666666666667	1.47528968865384	FALSE
RSRP1	3	47	79	215.36170212766	2	82	13.5	123.817073170732	185.725609756098	1.47182093974774	FALSE
PDIA3P1	7	13	16	20	3	52	15	21.25	49.5833333333333	1.47104710700747	FALSE
CCT3	4	47	308	296.148936170213	3	43	137	200.023255813953	266.697674418605	1.4691039055755	FALSE
DPM3	6	19	175	188.315789473684	3	43	54	79.4651162790698	158.93023255814	1.46813392588438	FALSE
NDUFB2	3	31	328	356.322580645161	2	90	196	217.966666666667	326.95	1.46794210487205	FALSE
SDHC	4	47	138	170.574468085106	3	43	109	105.953488372093	141.271317829457	1.46691431199578	FALSE
MRPS14	4	47	107	130.957446808511	3	43	102	120.186046511628	160.248062015504	1.46672849350463	FALSE
PSMC1	5	16	55.5	77.1875	2	32	28.5	42.5625	106.40625	1.46566163255261	FALSE
COPS5	6	65	139	248.769230769231	5	56	208	231.589285714286	277.907142857143	1.46445842865616	FALSE
CFDP1	3	67	34	68.5970149253731	2	48	0	26.3541666666667	39.53125	1.46338175679515	FALSE
ASH1L	6	19	43	149.157894736842	4	47	57	118.744680851064	178.117021276596	1.4617854586064	FALSE
NDUFB8	2	96	58.5	59.3958333333333	1	34	38.5	44.1764705882353	88.3529411764706	1.46175518354412	FALSE
PSMC1	4	41	72	96.5853658536585	3	40	20.5	50.75	67.6666666666667	1.46117875374638	FALSE
OIP5-AS1	4	50	68	147.08	3	59	57	88.6610169491525	118.214689265537	1.46037623703078	FALSE
KRTCAP2	4	47	141	180.617021276596	3	43	139	156.883720930233	209.178294573643	1.45577756492329	FALSE
ACTR10	4	42	140	193.47619047619	2	30	52.5	111	222	1.45520752765539	FALSE
CBX3	3	78	50.5	115.833333333333	2	51	69	96.078431372549	144.117647058824	1.45154564572983	FALSE
PHF20L1	7	23	233	310.652173913043	5	24	70.5	201.916666666667	282.683333333333	1.44667446350165	FALSE
C4orf3	3	85	239	302.211764705882	2	41	179	220.09756097561	330.146341463415	1.44614209566179	FALSE
S100A6	6	19	71	175.368421052632	4	47	100	135.531914893617	203.297872340426	1.44606240347673	FALSE
MMP16	6	70	254	388.028571428571	5	45	257	300.155555555556	360.186666666667	1.4446989435566	FALSE
CTNNA1	3	41	13	91.0731707317073	2	89	17	79.2359550561798	118.85393258427	1.44374415154656	FALSE
GABARAPL2	3	67	105	168.985074626866	2	48	5	94.1666666666667	141.25	1.44302933877416	FALSE
DICER1	5	17	36	145.647058823529	4	52	84	138.692307692308	173.365384615385	1.44276699501202	FALSE
MRPL24	4	47	92	128.829787234043	3	43	6	75.8372093023256	101.116279069767	1.44269150521023	FALSE
HM13	4	82	48.5	69.6219512195122	3	41	30	72.9756097560976	97.3008130081301	1.44214822707496	FALSE
TMEM167A	3	20	308	293.4	2	96	166	214.041666666667	321.0625	1.44189142693531	FALSE
MOB1A	3	83	1	73.9518072289157	2	38	12	67.7105263157895	101.565789473684	1.44112904127231	FALSE
RIF1	5	25	31	167.52	4	80	49	112.35	140.4375	1.43268875181853	FALSE
UBE2D3	3	85	218	285.470588235294	2	41	145	208.341463414634	312.512195121951	1.432032495009	FALSE
CISD2	3	85	102	139.752941176471	2	41	5	75.1707317073171	112.756097560976	1.43131299080695	FALSE
ANAPC16	2	95	54	94.6315789473684	1	35	0	33.8571428571429	67.7142857142857	1.43003138567679	FALSE
UBAP2L	4	47	17	44.8085106382979	3	43	7	53.7906976744186	71.7209302325581	1.42995274529987	FALSE
UBE2E3	4	99	161	201.323232323232	3	23	64	171.130434782609	228.173913043478	1.42895530043777	FALSE
SEC22B	4	36	108.5	126.083333333333	3	52	10.5	114.403846153846	152.538461538462	1.42250987052295	FALSE
SRP72	3	88	102	152.318181818182	2	41	105	119.170731707317	178.756097560976	1.42222721416145	FALSE
HIF1A	4	41	144	162.292682926829	3	40	62	141.525	188.7	1.42172428005943	FALSE
TERF1	6	65	124	204.430769230769	5	56	128	192.321428571429	230.785714285714	1.42086211513041	FALSE
SNX6	3	47	8	95.9574468085106	2	57	0	81.5087719298246	122.263157894737	1.42005004597922	FALSE
HSBP1	3	67	462	506.268656716418	2	48	349.5	355	532.5	1.41882053099103	FALSE
RPL7P1	3	41	110	145.609756097561	2	89	110	114.494382022472	171.741573033708	1.41716960712149	FALSE
VPS13C	5	14	163	183	3	56	7.5	94.1428571428571	156.904761904762	1.41656126375045	FALSE
RPS23	2	96	882.5	847.489583333333	1	14	430	436.785714285714	873.571428571429	1.41633831360796	FALSE
QPRT	3	73	77	108.369863013699	2	41	27	89.609756097561	134.414634146341	1.41572054544055	FALSE
PSME1	4	24	5	70.5416666666667	3	47	1	72.4042553191489	96.5390070921986	1.41492892114024	FALSE
ATF6	4	47	58	78.2340425531915	3	43	13	78.046511627907	104.062015503876	1.41209032290282	FALSE
GABPB1-AS1	5	14	165.5	212	3	56	47	142.696428571429	237.827380952381	1.41208036840335	FALSE
BASP1	4	64	70	146.9375	3	64	70	129.546875	172.729166666667	1.41147940730851	FALSE
MRPL24	6	19	103	167.473684210526	4	47	92	128.829787234043	193.244680851064	1.41113121432569	FALSE
RPLP0P6	3	83	54	55.6144578313253	2	38	48	54.2368421052632	81.3552631578947	1.41062213011359	FALSE
SPTBN1	3	83	34	92.2048192771084	2	38	14.5	44.3684210526316	66.5526315789474	1.40912440900824	FALSE
RB1CC1	6	65	61	148.276923076923	5	56	45.5	102.339285714286	122.807142857143	1.40602519742736	FALSE
STMN1	3	47	263	365.702127659574	2	82	112.5	260.780487804878	391.170731707317	1.40600514162727	FALSE
COX16	3	40	66.5	69.075	2	32	52	63	94.5	1.40526096159478	FALSE
CHURC1	5	16	217.5	240.375	4	41	124	172	215	1.40440605092127	FALSE
ZFAND1	6	65	151	240.446153846154	5	56	115.5	179.303571428571	215.164285714286	1.40280916175378	FALSE
DICER1	4	52	84	138.692307692308	3	54	10	85.1666666666667	113.555555555556	1.40030916276091	FALSE
NDUFB1	4	52	113.5	131.788461538462	3	54	97	117.62962962963	156.839506172839	1.39882584076161	FALSE
KRTCAP2	6	19	192	245.947368421053	4	47	141	180.617021276596	270.925531914894	1.3975605039416	FALSE
MRPS18C	3	85	69	134.447058823529	2	41	57	73	109.5	1.39701935108144	FALSE
RDH11	4	41	112	176.756097560976	2	32	88	100.78125	201.5625	1.39456378506348	FALSE
CLINT1	3	42	65.5	100.452380952381	2	88	33	83.5	125.25	1.39440998388586	FALSE
RPS3AP26	3	31	13	14.0967741935484	2	90	24	25.8666666666667	38.8	1.3927536681774	FALSE
UFM1	3	41	172	260.414634146341	1	10	42.5	78.6	235.8	1.3911933851258	FALSE
FKBP3	4	24	156.5	244.166666666667	2	57	92	134.385964912281	268.771929824561	1.39102801425571	FALSE
RPL26	3	29	903	860.310344827586	2	97	510	589.917525773196	884.876288659794	1.39033345453822	FALSE
RTN4	3	83	39	108.096385542169	2	38	9	55.7105263157895	83.5657894736842	1.38970810124791	FALSE
FLRT2	5	16	108.5	223	4	41	131	197.975609756098	247.469512195122	1.38862531168614	FALSE
CDC73	4	71	24	106.605633802817	3	50	13	98.22	130.96	1.38657683188982	FALSE
CAPZB	3	47	3	56.468085106383	2	82	8.5	53.8414634146341	80.7621951219512	1.38550099385355	FALSE
SERINC3	4	82	35	102.048780487805	3	41	3	58.3170731707317	77.7560975609756	1.38547548170396	FALSE
SVIL	2	95	43	98.6	1	35	4	61.4285714285714	122.857142857143	1.38483964589368	FALSE
GNB1	3	47	0	44.8936170212766	2	82	7	45.9512195121951	68.9268292682927	1.38081182190329	FALSE
DHRS7	4	41	75	110.487804878049	3	40	18	64.875	86.5	1.37999050753562	FALSE
YY1	4	52	36	75.5384615384615	3	54	17.5	74.6296296296296	99.5061728395062	1.37962656483119	FALSE
SPCS3	3	81	172	211.543209876543	2	46	109	156.95652173913	235.434782608696	1.37824473938628	FALSE
MATN2	7	11	16	177.636363636364	5	45	69	143.933333333333	201.506666666667	1.37785793235209	FALSE
SDC2	6	70	365.5	424.342857142857	5	45	254	373.466666666667	448.16	1.37688966160517	FALSE
ENSA	8	20	305	283.55	7	13	257	268.769230769231	307.164835164835	1.37318491848132	FALSE
NDUFB3	2	113	65	79.7256637168142	1	15	29	51.6666666666667	103.333333333333	1.37305311869088	FALSE
ETFA	5	15	195	212.533333333333	3	72	106	141.680555555556	236.134259259259	1.37292904181044	FALSE
ALDOA	4	16	19	46.3125	3	73	37	52.3287671232877	69.7716894977169	1.37031300339973	FALSE
LRPPRC	3	83	57	145.469879518072	2	38	42	112.552631578947	168.828947368421	1.36845550815239	FALSE
RNPS1	4	16	41.5	153.875	3	73	14	97.9178082191781	130.557077625571	1.36768985219688	FALSE
RPS3AP6	5	14	54	56.2142857142857	3	56	40	47.6964285714286	79.4940476190476	1.36697853422627	FALSE
CALM1	5	16	404.5	411.25	4	41	208	347.512195121951	434.390243902439	1.3643679321838	FALSE
PMPCB	3	31	53	160.870967741935	2	90	31	122.533333333333	183.8	1.36038572529899	FALSE
SEC31A	3	85	119	194.376470588235	2	41	82	114.317073170732	171.475609756098	1.3598518075635	FALSE
NDUFS6	4	64	69.5	124.625	3	64	55.5	76.546875	102.0625	1.35338721924973	FALSE
NME4	3	73	59	104.986301369863	2	41	48	85.0243902439024	127.536585365854	1.3531520157091	FALSE
RPS27L	5	14	271	250.071428571429	4	53	166	217.943396226415	272.429245283019	1.34942939150403	FALSE
AKAP13	5	16	41.5	42.625	3	71	5	38.9718309859155	64.9530516431925	1.34885082797393	FALSE
MORF4L2	2	34	486	463.823529411765	1	95	192	243.042105263158	486.084210526316	1.34753844839787	FALSE
COX5A	5	15	167	172.4	4	32	108.5	120.1875	150.234375	1.34567998152863	FALSE
GYPC	4	105	6	45.3142857142857	3	17	1	17.5882352941176	23.4509803921569	1.33971581976588	FALSE
MGST3	6	19	532	453.894736842105	4	47	266	288.063829787234	432.095744680851	1.3384364152136	FALSE
UBE2W	6	65	77	145.292307692308	5	56	83.5	139.178571428571	167.014285714286	1.3368993699461	FALSE
RTF1	5	16	59.5	86.3125	3	59	22	64.8135593220339	108.022598870056	1.33666180128133	FALSE
PCM1	3	92	29.5	85.8478260869565	2	37	6	71.7027027027027	107.554054054054	1.33658435982453	FALSE
RPS3AP6	4	53	42	41.9245283018868	3	56	40	47.6964285714286	63.5952380952381	1.33587313625232	FALSE
YTHDC1	3	88	60.5	101.045454545455	2	41	20	52.9512195121951	79.4268292682927	1.33482807382058	FALSE
ATP1B1	4	47	42	119.872340425532	3	43	2	73.7209302325581	98.2945736434109	1.33400649482376	FALSE
ARHGAP28	6	58	55.5	170.275862068966	4	33	27	99.1818181818182	148.772727272727	1.33250177737918	FALSE
LAMB1	3	31	138	350.41935483871	2	90	135	219.3	328.95	1.33181899393796	FALSE
DNMT3A	3	83	9	96.1807228915663	2	36	26.5	49.8333333333333	74.75	1.33103682071627	FALSE
TMCO1	4	47	413	449.489361702128	3	43	274	321.139534883721	428.186046511628	1.3284471929649	FALSE
GABARAP	3	29	78	97.7931034482759	2	97	63	79.340206185567	119.010309278351	1.32668818953322	FALSE
